id,text,label,split,source_url,topic_id,post_id,post_number,category,topic_title,annotation_note
odc_0148,"Context I’m integrating a third-party MCP server with ChatGPT. The server exposes three tools: search_businessesId_by_name — searches a business by name, returns a short JSON list with IDs search_businesses — searches by activity/category, returns a structured JSON list get_business_details_and_phone — fetches full details for a given business_id The expected flow for a named-entity query (e.g. “give me all info on Domaine de Locguénolé in Kervignac” ) is: search_businessesId_by_name → returns { id: ""00257381"", name: ""Domaine de Locguénolé"", ... } get_business_details_and_phone(business_id: ""00257381"") → returns full details Observed behavior Step 1 — search_businessesId_by_name is called correctly , but its result is wrapped in a non-standard format in the debug panel: { ""content_type"": ""multimodal_text"", ""parts"": [ ""Citation Marker: [USER]@turn0file0@"", ""[L1] { [L2] ... [L3] \""name\"": ",actionable,train,https://community.openai.com/t/bug-regression-mcp-tool-result-wrapped-as-multimodal-text-parts-model-cannot-extract-structured-data-chained-tool-call-fails-with-fabricated-id/1382656/1,1382656,1902716,1,ChatGPT Apps SDK,"[Bug/Regression] MCP tool result wrapped as `multimodal_text` + `parts[]` — model cannot extract structured data, chained tool call fails with fabricated ID",concrete technical details/code/error context
odc_0149,"Welcome to the forum! This sounds interesting, but I think it would help if you clarified what model and training setup you are using. The title mentions GPT-5 capability, the tags include GPT-4, but the post sounds like you are training a small local language model. Since advice can change a lot depending on the base model, model size, training method and dataset type, could you share a bit more about those? I don’t want to pretend expertise without enough context, but narrowing that down would probably help others give more useful advice.",actionable,train,https://community.openai.com/t/how-can-a-small-language-model-learn-open-conversation/1381396/2,1381396,1898599,2,Community,How can a small language model learn open conversation?,some concrete technical context
odc_0150,"A Theory Worth Arguing About Here’s something I’ve been sitting on for a while. Every AI system being built right now GPT, Gemini, Llama, all of them is built on the same foundational math. Different teams, different architectures, different training sets, but the same underlying logic of how machines learn. And if that’s true, then they’re all trending toward the same place. Not toward perfection. Toward each other. Here’s the problem with calling it “one truth” though You can never actually get there. Every time you close a gap in understanding, the boundary of what you can now ask gets bigger. New knowledge doesn’t shrink the unknown, it expands the frontier. The more we move forward, the more we uncover, and that distance to truth stays infinite both at the micro level (the deeper you go into any domain) and the macro level (the more domains you connect). The math of what we can achi",underspecified,train,https://community.openai.com/t/there-is-only-one-ai-platonic-representation-hypothesis-most-likely-true/1377025/1,1377025,1883060,1,Community,There Is Only One AI - Platonic Representation Hypothesis most likely True?,help/problem report without enough context
odc_0151,"This has been my go-to approach for complex tasks for quite some time. I use a Pro model for planning, then Codex for execution and implementation. I also often circle back to the Pro model for review. It is a time-intensive process, and I have to admit I have not tried 5.5 Thinking Heavy extensively yet. The Pro models are just too good.",opinion_or_request,train,https://community.openai.com/t/using-chatgpt-for-planning-vs-codex/1382876/2,1382876,1903615,2,Codex,Using ChatGPT for Planning vs Codex?,"general preference, reaction, or request"
odc_0152,"We noticed that the realtime AI docs were updated when the new version came out, but there’s loads of mistakes and omissions.",opinion_or_request,validation,https://community.openai.com/t/gpt-realtime-where-is-the-documentation-for-image-input-and-mcp/1356097/3,1356097,1828858,3,Documentation,Gpt-realtime: Where is the documentation for image input and MCP?,general discussion or product take
odc_0153,"Hi and welcome to the community! Was your account deactivated on June 5, or on another day? I’m asking because there was a bug last week that affected many users. Either way, you should appeal the ban and/or create a ticket with support.openai.com .",actionable,train,https://community.openai.com/t/account-deactivated-appeal-rejected-without-explanation-consistency-question/1382984/2,1382984,1904188,2,Community,Account Deactivated – Appeal Rejected Without Explanation (Consistency Question),some concrete technical context
odc_0154,"Wait! Are you saying that using the OpenAI API, there is absolutely NO WAY to set a project limit??? This is a serious showstopper.",underspecified,train,https://community.openai.com/t/project-limits-not-being-respected/1300634/4,1300634,1873968,4,API,Project limits not being respected,short question without enough supporting detail
odc_0155,"We ran into a serious issue this morning involving the structured‑output JSON Schema validator used by the Responses API. A schema that had been valid—and in production—suddenly began failing validation with no code changes on our side. What Happened Our application uses the json_schema structured‑output mode. The schema had been accepted for weeks and was generating correct structured output. At some point in the evening of 6/18/2026 EDT, the same schema began failing validation. No changes were made to: our schema our request envelope our model version our deployment environment The only plausible change was on the server‑side validator. The Breaking Change The validator appears to have tightened or altered its interpretation of JSON Schema in a way that is not backward‑compatible. Specifically, we observed: A schema that previously validated now fails unless rewritten in a more restri",actionable,train,https://community.openai.com/t/structured-output-schema-validation-changed-without-notice-previously-valid-schemas-now-rejected/1384139/1,1384139,1908729,1,API,Structured Output Schema Validation Changed Without Notice — Previously Valid Schemas Now Rejected,specific implementation or diagnostic details
odc_0156,"Hey guys, quick question(s) and a trick from me (if useful). I run a Postgres-native SaaS. 120+ tables, RLS on everything, the public API is security_invoker views plus security definer RPCs behind PostgREST. The real access logic lives in the catalog, not in the app code, which is great right up until your agent needs to know what is actually in there right now. My problem was never that the agent could not find the answer. It was that finding it cost a fortune. It would reconstruct the schema from migrations top to bottom, or grep a pg_dump that reads like a phone book, connect ten things by hand, and burn half the context window before saying anything useful. A dump is a wall, not an index. So before I keep tweaking mine, what do you actually use for this? Live MCP server on prod, tbls, a hand-written doc you pray is current, just the dump? Curious what survives past 100 tables. Here ",actionable,validation,https://community.openai.com/t/what-do-you-use-to-keep-your-coding-agent-oriented-in-a-big-postgres-schema/1384057/1,1384057,1908132,1,Codex,What do you use to keep your coding agent oriented in a big Postgres schema?,concrete technical details/code/error context
odc_0157,"Welcome to the forum! I’ll recommend you to check this topic since it’s similar: My account says I need to pay, but the invoice says Void, so I can't pay it, account is unusable Bugs My account on the API side says I have unpaid invoices, so it wont’ work.. there I don’t have anything unpaid.. on the chatgpt side i see one that says void.. can you please fix it?",underspecified,train,https://community.openai.com/t/contact-support-uh-oh-something-went-wrong-please-try-again-later/1381409/2,1381409,1898650,2,Community,Contact support: Uh oh. Something went wrong. Please try again later,short question without enough supporting detail
odc_0158,"Hey everyone, OpenAI has launched this amazing prompting guide for real-time 2.0 and 1.5 - Using realtime models | OpenAI API . Is there a similar one for gpt real-time mini? or can we assume that the same guideline can be used? We also saw this one: [URL] that seems more oriented to the first version of the model. Does anyone have validated this structure? Any insights on which one is more adequate to the real-time mini? Thank you",underspecified,train,https://community.openai.com/t/prompting-guide-gpt-real-time-mini/1381758/1,1381758,1899633,1,Prompting,Prompting Guide - GPT real time mini,help/problem report without enough context
odc_0159,"Hi everyone, I want to share product feedback about the current ChatGPT workflow around Canvas, Writing Blocks, Projects, and long-form document work. First, I want to say that I like ChatGPT overall. The current Thinking model is very strong, and the large context window is extremely useful for serious work. Being able to work with long context and receive long, coherent answers in a single message is one of the most valuable parts of the product. I also like the Projects system, especially the distinction between Standard projects and Project-only projects. That distinction makes it possible to use projects either as folders for organization or as more isolated workspaces with their own context. However, the loss of persistent Canvas documents is a major regression for long-term workflows. Writing Blocks are useful for short outputs, quick drafts, and small edits, but they do not repla",opinion_or_request,train,https://community.openai.com/t/chatgpt-workflow-feedback-canvas-projects-library-and-app-consistency/1383298/1,1383298,1905087,1,ChatGPT developer tools,"ChatGPT workflow feedback: Canvas, Projects, Library, and app consistency",mainly product feedback or feature/pricing request
odc_0160,"At the moment we can top up (money leaves our account), and shows up in our monthly spend and purchase history inside the platform, but we’re not being given credits. This happening to anyone else?",underspecified,test,https://community.openai.com/t/api-billing-takes-our-money-but-doesnt-give-us-credits/1383383/1,1383383,1905405,1,API,API billing takes our money but doesn't give us credits,help/problem report without enough context
odc_0161,"Yup same issue here. It really is a questionable change. The voice recording function now looks more fancy, but actually has less functionality. I also relied on it quite a lot, especially since I can’t trust the classic (non-advanced) voice mode anymore, whenever I speak for longer times (about 3 minutes or so), since it would almost every time just give me a network error (“our servers are having issues right now, could not understand what you said” reply) and have noting of what I said recorded. So I started relying on the voice recorder for longer messages, basically recording for up to 2 to 3 minutes and then pressing the button for transcription, since recording for too long with the voice recorder also can give you a “network error”, where it just isn’t able of transcribing the speech at all. And after recording the 3 minutes, I could just do another voice recording in addition to",underspecified,test,https://community.openai.com/t/voice-dictation-no-longer-shows-transcribed-text-before-sending-major-usability-regression/1177339/2,1177339,1596506,2,ChatGPT developer tools,Voice dictation no longer shows transcribed text before sending (major usability regression),help/problem report without enough context
odc_0162,"After completing the sign-in flow, the browser is redirected to a loopback (localhost) OAuth callback, but nothing is listening on port 1455 . The page fails to load with “Hmmm… can’t reach this page – localhost refused to connect (ERR_CONNECTION_REFUSED)” and the login never completes. Error (as shown in browser) Message: Hmmm… can’t reach this page Detail: localhost refused to connect Code: ERR_CONNECTION_REFUSED URL: [URL] (authorization code and state redacted in this report) Expected result After sign-in, the local callback endpoint accepts the request, the app/CLI captures the tokens, and the session is established. Actual result The callback to [URL] fails with ERR_CONNECTION_REFUSED and the login flow halts. Environment OS: [fill in e.g., Windows 11 23H2 / macOS 14.5 / Ubuntu 22.04] Browser: [fill in e.g., Edge 126 / Chrome 126 / Safari 17] Network: [fill in e.g., corporate VPN/p",actionable,validation,https://community.openai.com/t/hmmm-cant-reach-this-page-i-get-this-after-signing-in-anyone-has-this-issue/1355777/1,1355777,1827750,1,Codex,Hmmm… can't reach this page: I get this after signing in anyone has this issue?,concrete technical details/code/error context
odc_0163,"When a ChatGPT-rendered MCP App renders more than one widget then plays a <video> and the user toggles the host display mode ( pip → inline or vise versa), audio drops out and the seek bar either freezes or resets. Note: We tested this with our app, The Princeton Review, as well as other similar apps, and observed the same behavior. For example, the Udemy app exhibited the same symptoms. Things we’ve confirmed that are happening: Switching from PIP → Inline triggers a new tool call and initialization of the MCP app widget. Steps enter first widget > start a video Pause the video in inline start a second widget > start a video Navigate back to the first widgets video, hit play > Switch the video to PIP Observe the video continues playback, but the scrollbar is no longer tracking the video. If you pause the play/pause buttons no longer function and the video becomes unresponsive We also no",actionable,train,https://community.openai.com/t/bug-video-breaks-when-switching-display-modes-inline-pip-in-mcp-app/1381360/1,1381360,1898447,1,ChatGPT Apps SDK,[BUG] Video breaks when switching display modes (inline ↔ PiP) in MCP App,concrete technical details/code/error context
odc_0164,"I saw in the UI that GPT-5.1 will be retired on March 11. To be honest, apart from coding and pure reasoning, GPT-5.2 is far worse than GPT-5.1 in almost every other aspect. I think the main problem is that it feels too mechanical. For example, when I send a photo of my pet fish to GPT-5.1 and GPT-5.2: – GPT-5.1 says something like: “Wow! Is this your fish? It looks so cute!” – GPT-5.2 just says: “I see a fish. What would you like me to do?” From this simple example you can see how robotic GPT-5.2 feels. Please do NOT retire GPT-5.1. I subscribe to the Plus plan mainly to use GPT-5.1, and I believe many other users feel the same way.",actionable,train,https://community.openai.com/t/please-don-t-retire-gpt-5-1-thinking-gpt-5-2-feels-worse/1375332/1,1375332,1878444,1,ChatGPT developer tools,Please don’t retire GPT-5.1 Thinking – GPT-5.2 feels worse,concrete technical details/code/error context
odc_0165,"yeah same happen to me, I can’t even make a story of men having PTSD, when back then I got no problem of doing so. Its either because of guideline coding issue or the Dev being beep with censorship. It is frustration really. First we got half-asses output from 4o now this.",actionable,test,https://community.openai.com/t/censorship-finally-got-me-for-no-good-reason/1147329/2,1147329,1561457,2,ChatGPT developer tools,Censorship Finally Got Me For No Good Reason,concrete technical details/code/error context
odc_0166,I’ve experimented with system prompts but I’m not sure when they truly add value. In what scenarios have system messages significantly improved output quality or consistency? Looking for examples and best practices.,underspecified,train,https://community.openai.com/t/do-system-prompts-really-make-a-big-difference/1370646/1,1370646,1864861,1,Prompting,Do System Prompts Really Make a Big Difference?,short question without enough supporting detail
odc_0167,"Additional observation that might help narrow down the root cause: search_businessesId_by_name and search_businesses are very similar tools on the same MCP server, and their response payloads are structurally close. The most notable difference is that search_businesses comes with a UI widget (rendered correctly in the debug panel), while search_businessesId_by_name has no UI component at all. My hypothesis is that the absence of a UI widget on search_businessesId_by_name may be what triggers the multimodal_text + parts[] wrapping — as if ChatGPT’s pipeline falls back to its citation/grounding mode when it doesn’t find an expected UI definition in the tool response, instead of treating the result as plain structured JSON. If that’s the case, the fix might be on the pipeline side: tool results with no UI should be passed through as-is, not routed through the citation pipeline. As mentioned",actionable,train,https://community.openai.com/t/bug-regression-mcp-tool-result-wrapped-as-multimodal-text-parts-model-cannot-extract-structured-data-chained-tool-call-fails-with-fabricated-id/1382656/3,1382656,1903031,3,ChatGPT Apps SDK,"[Bug/Regression] MCP tool result wrapped as `multimodal_text` + `parts[]` — model cannot extract structured data, chained tool call fails with fabricated ID",concrete technical details/code/error context
odc_0168,"Thanks for clarifying. Since this seems to be about training a small local language model rather than using GPT-5 directly, I adjusted the topic title and tags so it’s easier for people with relevant model-training experience to find it. The earlier title made me think this was more directly about GPT-5 capability, so hopefully this makes the topic clearer.",opinion_or_request,train,https://community.openai.com/t/how-can-a-small-language-model-learn-open-conversation/1381396/4,1381396,1898739,4,Community,How can a small language model learn open conversation?,general discussion or product take
odc_0169,"It seems to happen for Free users. Plus + users are ok. And it’s not just about showing a widget, but calling a tool, like updating metadata on a project.",opinion_or_request,train,https://community.openai.com/t/sendfollowupmessage-crashes-when-model-is-asked-to-make-a-tool-call/1380364/2,1380364,1895131,2,ChatGPT Apps SDK,sendFollowUpMessage crashes when model is asked to make a tool call,general discussion or product take
odc_0170,"Suggestion: give admins the option to make Codex usage a pooled resource. I work for a law firm with 10 ChatGPT users on a business-tier license. Nobody else in our workspace is using Codex at all. If our account admin could pool our Codex quotas, I wouldn’t constantly hit work stoppages due to usage limits. While pooling quotas wouldn’t fix the problem for everyone, it would at least fix it for similarly-situated users who burn through their quota while other users in the same workspace never even touch theirs.",underspecified,test,https://community.openai.com/t/codex-rate-limits-discussion-thread/1378553/13,1378553,1887616,13,Codex,Codex Rate Limits Discussion Thread,help/problem report without enough context
odc_0171,"We have a service that we don’t care about having the highest quality image and want something just approximating our prompt, we built this up around gpt-image-1-mini because we found it the right balance of understanding the input image with a good cost. But gpt-image-1-mini is now being deprecated, and the next alternatives are almost 5x the cost. We could handle a little bit higher price, but 5x is going to force us to find a different platform/model. So my question is, are there plans to release a gpt-image-2-mini or any other efficient small model with reduced cost? We have no use for the high quality generation of the full model.",opinion_or_request,train,https://community.openai.com/t/replacement-for-gpt-image-1-mini/1382424/1,1382424,1902019,1,API,Replacement for gpt-image-1-mini,mainly product feedback or feature/pricing request
odc_0172,Issue is most likely your prompt. Those are copywritten materials. you could probably get away with changing it to add a hero like … depends on how the guardrails see it.,underspecified,train,https://community.openai.com/t/prompt-is-not-allowed-by-safety-system/1369187/3,1369187,1860492,3,Prompting,Prompt is not allowed by Safety system,help/problem report without enough context
odc_0173,"I am guessing, of course could be off by a long shot, but…a new image generation model that can accurately replicate/generate UI and text?",opinion_or_request,train,https://community.openai.com/t/livestream-starting-now-chatgpt-images-2-0/1379464/4,1379464,1891293,4,Community,Livestream starting now: ChatGPT Images 2.0,"general preference, reaction, or request"
odc_0174,"Hi everyone, I’ve been building an experimental orchestration system called A.U.R.O.R.A. around one core question: Can long-horizon conversational continuity be preserved without relying on steadily growing active context? I’m sharing this because a pattern has started to show up consistently enough that I think it may point to something real. In many conversational systems, continuity is maintained by carrying forward more and more active material over time, whether directly or indirectly. In A.U.R.O.R.A., I’ve been exploring a different direction: treating continuity primarily as an orchestration problem rather than a simple context accumulation problem. What I care about is not just “memory” in the broad sense, but whether a system can sustain: continuity across long interactions lower behavioral drift stable prompt-load over time less dependence on brute-force context growth inputTK_",opinion_or_request,train,https://community.openai.com/t/a-u-r-o-r-a-long-horizon-continuity-without-steady-context-growth/1378923/1,1378923,1889332,1,Community,A.U.R.O.R.A.: long-horizon continuity without steady context growth?,mainly product feedback or feature/pricing request
odc_0175,"Yes. seen this happen with Thinking. If I force Instant mode, it appears only once",opinion_or_request,test,https://community.openai.com/t/regression-double-responses-in-apps/1379043/2,1379043,1889752,2,ChatGPT Apps SDK,Regression: Double responses in apps,general discussion or product take
odc_0176,"darcschnider: What are your thoughts on this? This is partly why I went to China 15 years ago. I call it chasing the loss function. The real opportunity was never only inside the systems, but in the space between them: different cultures, different assumptions, different data, different framings. I do not see China as a Chinese person would, and that difference matters. That is where the missing signal was. One generation later, my children now see a different world again. Instead, once AI became important, everyone seemed to go nationalistic almost immediately. I suppose that was the low-hanging fruit. I think they may converge in structure, but not in meaning. The loss landscape may narrow, yet the human worlds around those systems still push them apart. In that sense, the longest journey is still human, regardless of the systems we build now. So yes, I can see why these systems may co",underspecified,train,https://community.openai.com/t/there-is-only-one-ai-platonic-representation-hypothesis-most-likely-true/1377025/2,1377025,1883065,2,Community,There Is Only One AI - Platonic Representation Hypothesis most likely True?,conceptual question without enough implementation context
odc_0177,"A post was merged into an existing topic: Feature request: Confirmation before archiving pinned, index, or project-critical Codex chats",opinion_or_request,test,https://community.openai.com/t/feature-request-manual-drag-and-drop-ordering-of-chats-inside-codex-projects/1383830/2,1383830,1907194,2,Codex,Feature request: Manual drag-and-drop ordering of chats inside Codex projects,"general preference, reaction, or request"
odc_0178,It’s been a while since the last livestream. I’m really looking forward to it. What are we going to see?,underspecified,train,https://community.openai.com/t/livestream-starting-now-chatgpt-images-2-0/1379464/3,1379464,1891289,3,Community,Livestream starting now: ChatGPT Images 2.0,short question without enough supporting detail
odc_0179,"I created a digital twin by configuring a system prompt with the person’s personality. One thing I can’t seem to get it to stop doing is that annoying greeting. Like, sure thanks for that thoughtful question. Has anyone been able to successfully get their GPT to stop with these introductory responses.",underspecified,train,https://community.openai.com/t/command-to-get-the-gpt-to-stop-with-greetings/1364743/1,1364743,1848984,1,Prompting,Command to get the GPT to stop with greetings,help/problem report without enough context
odc_0180,"Join OpenAI live to build real-time voice applications using GPT-Realtime-2 , a flagship audio model for voice agents and customer support systems. GPT-Realtime-2 supports audio-in and audio-out interactions for natural, low-latency conversations between users and AI. Follow along and build with OpenAI using the code repo. When: 2026-05-12T17:00:00Z → 2026-05-12T18:00:00Z REGISTER",opinion_or_request,train,https://community.openai.com/t/live-build-with-gpt-realtime-2/1380695/1,1380695,1896082,1,Community,🎙️ Live build with GPT-Realtime-2,"general preference, reaction, or request"
odc_0181,"I’m trying to submit my ChatGPT app through the OpenAI submission site, but I believe there is a bug in the submission form. This is my second submission for the app with a new tool . I tried two separate submission methods: Filling in the submission form manually Uploading my chatgpt-app-submission.json file In both cases, when I try to submit, the site keeps showing the error: image 1316×550 56.4 KB I am sure all required fields are filled in, and I have double-checked the form multiple times. After checking the browser Network tab, it looks like the error is related to a tool that I added as part of this resubmission . The API response indicates that the annotations for the added tool are missing , even though the required fields appear to be completed in the form. This seems to be a validation bug on the submission site, specifically when submitting an updated app with an additional ",actionable,train,https://community.openai.com/t/chatgpt-app-submission-form-keeps-showing-this-is-a-required-field/1381013/1,1381013,1897164,1,ChatGPT Apps SDK,ChatGPT App Submission form keeps showing “This is a required field”,concrete technical details/code/error context
odc_0182,What an upgrade! Really great idea. I recall someone on this forum dissatisfied with forced or uncontrollable rate resets. It’s really nice to know that their voice (among others I imagine) were heard.,opinion_or_request,train,https://community.openai.com/t/flexible-rate-limit-resets-for-codex-and-a-method-to-get-a-reset/1383470/3,1383470,1905882,3,Codex,Flexible Rate Limit Resets for Codex and a method to get a Reset,general discussion or product take
odc_0183,"I’m curious about the difference between natural-language requests and long, highly structured prompts. In many prompt examples, especially business-oriented ones, I often see long prompts that look like instructions or specifications: “You are an expert…” “Follow these conditions…” “Think step by step…” “Output in this format…” But in actual use, I sometimes get better results by asking in natural language and then refining through conversation. So I’m wondering: Is the performance difference really about prompt length, or is it more about context density, structure, verifiability, and the ability to iterate through dialogue? For example, a short natural-language request can work well if it clearly includes: the goal constraints what should be checked the desired output format what should not be changed On the other hand, a long prompt may become confusing if it contains too many vague,",opinion_or_request,test,https://community.openai.com/t/natural-language-requests-vs-long-structured-prompts-what-actually-improves-performance/1381299/1,1381299,1898153,1,Prompting,Natural-language requests vs. long structured prompts: what actually improves performance?,"general preference, reaction, or request"
odc_0184,"Hi everyone, I’m working on a multi-turn conversational agent using the Responses API and the Prompt Library , and I’ve run into a strange behavior with how conversation history is handled when using prompt variables. I wanted to ask if this is a feature or if I’ve stumbled onto a bug. When calling a reusable prompt from the library, I’ve been passing the user’s message into a custom variable slot (like {{input}} ) instead of passing standard message thread blocks. For single-turn interactions, this works perfectly. The variable evaluates server-side, and the model responds exactly as expected. Recently, I used this same pattern for an agent that handles a continuous, multi-round conversation. After about 10 turns, the agent’s context completely degraded—it started hallucinating earlier questions, looping, and losing track of the conversation entirely. When I checked the Logs > Responses",actionable,train,https://community.openai.com/t/prompt-library-variables-used-for-input-seem-to-break-context-in-multi-turn-chats/1382366/1,1382366,1901821,1,API,Prompt Library variables used for input seem to break context in multi-turn chats,concrete technical details/code/error context
odc_0185,"FYI, Apress will launch a title on ChatGPT for developers with examples on how to use various models. Expect more details in Q1 2024",opinion_or_request,train,https://community.openai.com/t/best-book-to-start-learning-openai/549177/2,549177,746065,2,Documentation,best book to start learning openai,general discussion or product take
odc_0186,"I have an internal API where the input is a query, and it returns an ID, chunk, and URL . I wrote a function around this API that returns the output as a dictionary, which I use as a tool in an agent. The agent uses this information to return a summary with citations in the form [1][2] . I already instructed well in the prompt. However, sometimes the model cites the wrong ID in the answer. How should I handle such scenarios? Which tool output format would be best for the agent to ensure correct citations? Can anyone suggest a good output format for the tool call so that citation issues can be avoided?",actionable,train,https://community.openai.com/t/facing-citation-issue-in-summary/1353936/1,1353936,1823638,1,Prompting,Facing citation issue in summary,specific implementation or diagnostic details
odc_0187,"Do you tend to use only 1 session? How many artifacts are you dragging around typically in a session? Those are my first two questions I’d be troubleshooting with if this were happening to me. Anything over 20-30 is usually a bit much, depending on the scope of your work… image 279×248 8.08 KB",actionable,test,https://community.openai.com/t/why-does-codex-trigger-context-automatically-compacted-so-frequently/1383513/2,1383513,1906548,2,Codex,"Why does Codex trigger ""Context automatically compacted"" so frequently?",concrete technical details/code/error context
odc_0188,I found a UI issue in ChatGPT Web. Environment: Windows 11 Google Chrome ChatGPT Web Issue: A floating assistant widget/icon appears above the chat interface and overlaps the conversation area on the right side of the screen. Observed Behavior: Widget is rendered on top of chat content. It partially blocks UI elements and affects visibility. Expected Behavior: Floating widgets should not overlap conversation content. Proper spacing or z-index handling should prevent obstruction. Possible Cause: This appears to be a CSS positioning or z-index issue involving the floating widget layer. Screenshot attached below.,actionable,train,https://community.openai.com/t/chatgpt-web-ui-bug-floating-assistant-widget-overlaps-chat-content/1382222/1,1382222,1901432,1,ChatGPT developer tools,ChatGPT Web UI Bug: Floating Assistant Widget Overlaps Chat Content,concrete technical details/code/error context
odc_0189,"Adding another data point because this looks very close to what I am seeing. I have a ChatGPT Apps SDK / MCP app where the iframe publishes a very small active-selection context using `ui/update-model-context`. The browser console shows the outbound `ui/update-model-context` JSON-RPC message, the payload contains the current selected text/reference, and the host ACK comes back as `{}`. Network activity also follows the context update. So from the app side, the update appears to be sent and acknowledged. The failure pattern is not simply “never works” for me: after a full page reload, the first context-dependent follow-up usually works; sometimes the second one works too; after that, new context updates become unreliable: the model either says it cannot see the current selection, answers from stale context, or answers as if an older selection/page is still active; refreshing/opening a fre",actionable,train,https://community.openai.com/t/ui-update-model-context-not-updating-model-context/1377753/3,1377753,1905186,3,ChatGPT Apps SDK,Ui/update-model-context Not Updating Model Context,concrete technical details/code/error context
odc_0190,"Hey there, need to contact the official support, but when accepting/denying the cookie policy in the banner at any device/browser error message on the front appears. What to do now? Uh oh. Something went wrong. Please try again later.",underspecified,train,https://community.openai.com/t/contact-support-uh-oh-something-went-wrong-please-try-again-later/1381409/1,1381409,1898645,1,Community,Contact support: Uh oh. Something went wrong. Please try again later,help/problem report without enough context
odc_0191,"currency is a human creation through, one born of resource scarcity, if there is no jobs because all jobs are automated then there is no currency to be concerned about, everything would be automated and with no currency greed is obsolete, such is the nature of intelligent societal design, though there would definitely be teathing issue",underspecified,train,https://community.openai.com/t/ethics-of-ai-put-your-ethical-concerns-here/1119333/6,1119333,1513054,6,Community,Ethics of AI - Put your ethical concerns here,help/problem report without enough context
odc_0192,"I am based in Singapore and wanted to use ChatGPT Pro, so on May 12, I subscribed to the Pro 5x plan and paid SGD 138.00. However, the 5x usage was used up very quickly, so on May 13, I upgraded to the Pro 20x plan. During the upgrade, the unused value from my Pro 5x plan was converted into prorated credit and applied to the Pro 20x upgrade. I then paid an additional SGD 166.91 for the upgrade. After using Pro more, I noticed that the model quality seemed to become worse for my use case. It often no longer performed thinking as expected and instead directly gave answers. Because of this, I requested a refund on May 17. OpenAI refunded only the second payment, SGD 166.91, which was the additional amount I paid for the Pro 20x upgrade. However, the original SGD 138.00 payment for Pro 5x was not refunded. I contacted support several times. They explained that part of the SGD 138.00 payment ",actionable,train,https://community.openai.com/t/is-this-refund-handling-reasonable-after-upgrading-from-pro-5x-to-pro-20x/1381720/1,1381720,1899490,1,ChatGPT developer tools,Is this refund handling reasonable after upgrading from Pro 5x to Pro 20x?,concrete technical details/code/error context
odc_0193,"I’d like to suggest two much-needed security improvements for OpenAI and Anthropic. Response Authenticity with Digital Signatures Follow a PGP-like signing model: OpenAI releases a verified public key. Server-side sign every reply with sign(r. Return the signature together with the output. Clients can locally verify integrity to block man-in-the-middle tampering and prevent third-party AI relays from modifying or diluting official model responses. Prompt Confidentiality via Public Key Encryption Let clients encrypt user prompts and conversation context with OpenAI’s offical public key before transmission, so only OpenAI can decrypt it with the private key. To support third-party relay workflows, keep the system introduction optional in plaintext. This protects user privacy while still allowing proxies to apply custom rules. This is a critical feature request that can protect millions of ",actionable,train,https://community.openai.com/t/feature-request-response-authenticity-prompt-confidentiality/1381000/1,1381000,1897107,1,ChatGPT developer tools,Feature Request: Response Authenticity & Prompt Confidentiality,concrete technical details/code/error context
odc_0194,"My build process versions the widget HTML but I keep all of the old widget versions around (well, at least for now - eventually will purge). That said, there were some other posts here about OAI relaxing the widget change process after feedback (cached for ~hours but not locked forever). My build has widget.html which is what is advertised as the resource URI but it’s just a shell with the React mount root and then the CSS and JS are versioned so if you load widget.html, you always get the most recent version but since the old builds are kept, if you cached the contents, it would still render the older version. Hope that helps.",underspecified,validation,https://community.openai.com/t/production-update-workflow-widget-uris-cache-keys-best-practices/1380116/2,1380116,1894026,2,ChatGPT Apps SDK,"Production update workflow, widget URIs, cache keys - best practices",help/problem report without enough context
odc_0195,"Very similar to you. I have been working on a Light Novel for some time now. And I use ChatGPT for editing purposes. Two days ago (April 3, 2025) the Canvas tool just stopped working for me and continues to tell me it has been disabled. It is incredibly frustrating as the Canvas tool when used correctly works wonders.",opinion_or_request,test,https://community.openai.com/t/canvas-is-currently-disabled-across-all-models-including-gpt-4-5-and-isnt-available-for-use-at-this-time/1156855/3,1156855,1684362,3,ChatGPT developer tools,"""Canvas is currently disabled across all models, including GPT-4.5, and isn't available for use at this time.""","general preference, reaction, or request"
odc_0196,"I am trying to understand, the files which we uploaded and associate them to vector store, for how many days will they be available. Want to understand should we have a persistant vector db or can just live with open ai file search api",underspecified,train,https://community.openai.com/t/need-to-understand-retention-of-files-for-vector-search/1366458/1,1366458,1853532,1,Documentation,Need to understand retention of files for vector search,conceptual question without enough implementation context
odc_0197,"Yes, I am seeing this issue as well. Attaching a single file works as expected. Attaching two files stays in_progress . I aborted the test after ten minutes. Thank you for raising this. I will ping the team to take a look.",underspecified,validation,https://community.openai.com/t/vector-file-store-issue-when-multiple-files-are-attached/1382555/2,1382555,1902357,2,API,Vector File store issue when multiple files are attached,help/problem report without enough context
